CID,CreditScore,Country,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churned
654106,604,France,Male,26,8,149542.52,2,0,1,197911.52,0
621653,716,France,Female,29,10,87946.39,1,1,1,182531.74,0
598086,624,France,Female,45,3,68639.57,1,1,0,168002.31,1
752300,607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0
658693,827,France,Female,60,2,0,2,0,1,60615.83,0
631838,606,France,Male,61,5,108166.09,2,0,1,8643.21,0
803804,717,Germany,Female,35,5,103214.71,1,1,0,172172.7,0
578809,651,Germany,Male,40,1,134760.21,2,0,0,174434.06,1
752026,691,France,Male,58,3,0,1,0,1,194930.3,1
723706,573,France,Female,33,0,90124.64,1,1,0,137476.71,0
752838,723,Spain,Male,38,6,0,2,1,1,94415.6,0
569571,584,Germany,Female,46,6,87361.02,2,1,0,120376.87,1
769703,550,Germany,Female,45,8,111257.59,1,0,0,97623.42,1
679770,611,France,Female,61,3,131583.59,4,0,1,66238.23,1
791102,549,Germany,Male,41,9,95020.8,3,1,1,131710.59,1
655192,850,Spain,Female,24,1,0,2,0,1,69052.87,0
709487,668,Germany,Male,34,5,80242.37,2,0,0,56780.97,0
687130,686,France,Female,43,0,0,1,1,1,170072.9,0
755178,660,France,Male,50,1,0,3,1,1,191849.15,1
634772,682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0
617197,524,France,Male,50,4,0,2,1,1,31840.59,1
631240,645,France,Female,36,8,0,2,1,1,12096.61,1
784301,850,France,Male,42,0,0,2,1,0,44165.84,0
631310,537,France,Female,53,3,0,1,1,1,91406.62,0
756560,599,Spain,Female,46,7,81742.84,2,1,0,83282.21,0
732270,727,Spain,Male,71,8,0,1,1,1,198446.91,1
739357,756,Spain,Male,30,2,145127.85,1,0,0,7554.68,0
771540,755,France,Male,38,9,148912.44,1,1,0,80416.16,0
567486,634,Spain,Female,41,4,0,2,1,1,164549.74,0
714634,837,France,Male,26,4,89900.24,2,1,0,175477.03,0
727021,727,Germany,Female,30,8,119027.28,2,1,1,137903.54,0
650670,567,Germany,Female,40,2,105222.86,2,1,0,93795.86,0
711834,650,Spain,Female,30,6,0,1,0,0,67997.13,1
729763,655,Spain,Male,34,1,116114.93,1,1,1,49492.15,0
646566,763,France,Female,58,9,187911.55,1,0,1,35825.18,0
645463,843,France,Female,27,5,0,2,1,1,67494.23,0
672144,667,France,Female,38,6,144432.04,1,1,1,73963.17,1
596088,705,France,Female,50,4,77065.9,2,0,1,145159.26,0
614878,660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0
635240,553,France,Male,42,1,0,2,0,0,23822.04,0
775905,612,Germany,Female,47,6,130024.87,1,1,1,45750.21,1
700657,641,Germany,Female,40,2,110086.69,1,1,0,159773.14,0
611905,513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0
652527,680,France,Male,44,7,108724.98,1,0,1,72330.46,0
785865,711,France,Male,58,9,91285.13,2,1,1,26767.85,0
645942,689,Spain,Male,40,2,0,2,1,1,164768.82,0
688691,665,Germany,Female,51,9,110610.41,2,0,1,1112.76,1
592736,551,Germany,Male,54,5,102994.04,1,1,0,176680.16,1
673529,645,Spain,Male,36,4,59893.85,2,1,0,43999.64,0
724145,616,Germany,Male,29,8,149318.55,1,1,0,140746.13,0
704629,582,France,Female,32,1,116409.55,1,0,1,152790.92,0
597896,365,Germany,Male,30,0,127760.07,1,1,0,81537.85,1
731790,697,Germany,Female,38,6,132591.36,1,1,1,7387.8,1
634719,704,France,Male,31,0,0,2,1,0,183038.33,0
703205,656,France,Female,46,5,113402.14,2,1,1,138849.06,0
567333,712,France,Female,31,7,0,2,1,0,170333.38,0
754537,748,France,Male,40,0,0,1,0,0,60416.76,0
612030,724,France,Male,28,9,0,2,1,1,100240.2,0
573242,691,France,Male,50,6,136953.47,1,1,1,2704.98,0
601892,563,France,Male,33,8,0,2,0,1,68815.05,0
663885,741,France,Male,32,5,0,1,1,1,64839.23,0
701096,778,France,Male,44,8,123863.64,1,1,0,144494.94,0
710450,848,Spain,Male,22,7,120811.89,1,1,1,185510.34,0
790846,634,Germany,Male,38,2,148430.55,1,1,1,56055.72,0
658956,505,Germany,Male,40,6,47869.69,2,1,1,155061.97,0
755223,692,Germany,Male,53,7,150926.99,2,0,0,119817.19,0
787318,537,Germany,Female,47,6,103163.35,1,1,0,16259.64,1
737310,633,France,Male,29,10,130206.28,1,1,0,184654.87,0
763665,833,France,Female,28,4,136674.51,2,0,0,5278.78,0
668818,592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0
765812,587,Spain,Male,48,1,0,2,1,1,8908,0
704844,550,Spain,Male,62,7,80927.56,1,0,1,64490.67,0
744582,680,France,Female,24,10,0,3,1,0,154971.63,1
616700,622,Spain,Female,41,9,0,2,1,1,155786.39,0
683521,594,Germany,Male,28,0,142574.71,2,1,0,129084.82,0
583049,643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0
643752,540,France,Male,25,5,116160.23,1,1,0,13411.67,0
620398,635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0
715707,657,France,Male,32,3,118829.03,2,1,1,73127.61,0
814209,814,France,Male,31,1,118870.92,1,1,0,101704.19,0
733768,600,France,Male,32,1,0,1,1,1,101986.16,0
755242,682,France,Female,46,2,0,1,1,1,114442.66,0
729412,682,France,Male,38,4,107192.38,1,1,1,15669.17,0
746564,566,France,Male,42,3,108010.78,1,1,1,157486.1,0
588446,550,Spain,Male,34,3,0,2,0,0,131281.28,0
665221,630,France,Male,26,7,129837.72,2,0,1,197001.15,0
640846,546,Germany,Female,58,3,106458.31,4,1,0,128881.87,1
700209,486,France,Male,63,9,97009.15,1,1,1,85101,0
658360,762,Spain,Male,35,9,122929.42,2,0,0,149822.04,0
602735,692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1
724834,498,France,Female,30,1,0,2,0,0,135795.53,0
800062,850,Spain,Male,49,8,0,1,0,0,25867.67,1
685300,603,France,Male,35,6,128993.76,2,1,0,130483.56,0
760102,551,France,Female,36,5,0,1,1,0,183479.12,0
787026,627,Germany,Male,27,0,185267.45,2,1,1,77027.34,0
653696,515,France,Female,28,9,0,2,0,0,94141.75,0
788946,605,Spain,Female,29,3,116805.82,1,0,0,4092.75,0
600724,567,Germany,Male,29,5,129750.68,1,1,0,109257.59,0
574324,568,Germany,Female,29,2,129177.01,2,0,1,104617.99,0
707144,571,Germany,Male,25,6,82506.72,2,1,0,167705.07,0
775891,634,Germany,Male,48,2,107247.69,1,1,1,103712.05,1
711789,768,Spain,Female,42,3,0,1,0,0,161242.99,1
600879,554,Germany,Female,36,3,157780.93,2,1,0,6089.13,0
681196,629,France,Male,35,1,172170.36,1,1,1,159777.37,0
716000,638,Spain,Male,48,2,0,2,1,1,7919.08,0
766776,576,France,Male,41,1,0,1,1,1,188274.6,0
680278,661,Spain,Female,42,9,75361.44,1,1,0,27608.12,1
688637,592,France,Female,27,4,0,2,1,1,183569.25,0
591179,702,Spain,Male,30,2,0,2,1,1,145537.32,0
677435,647,France,Female,29,0,98263.46,2,1,0,164717.95,0
698619,593,France,Male,43,9,0,2,1,1,76357.43,0
581036,712,Germany,Female,40,3,109308.79,2,1,0,120158.72,1
622117,625,Spain,Female,31,8,0,2,1,0,151843.54,0
599301,538,Germany,Female,28,6,164365.44,1,0,1,5698.97,0
581548,637,Spain,Female,22,5,98800,1,1,0,122865.55,0
586870,632,France,Male,27,4,193125.85,1,1,1,152665.85,0
735263,736,France,Male,27,5,51522.75,1,0,1,192131.77,0
765322,755,France,Male,23,5,84284.48,2,1,1,62851.6,0
582944,425,Spain,Female,39,5,0,2,1,0,140941.47,0
687162,461,France,Male,51,9,119889.84,1,0,0,56767.67,1
644962,745,France,Male,21,4,137910.45,1,1,1,177235.23,0
612615,616,France,Female,37,6,0,2,1,0,86242.18,0
813439,587,France,Male,33,5,100116.82,1,1,0,34215.58,0
604544,850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0
761348,601,France,Female,38,0,0,2,1,0,165196.65,0
785078,730,Spain,Male,26,3,0,1,1,0,34542.41,0
759874,532,France,Male,44,3,148595.55,1,1,0,74838.64,1
643658,850,Germany,Male,53,2,94078.97,2,1,0,36980.54,0
713267,779,Spain,Female,34,5,0,2,0,1,111676.63,0
737782,562,France,Male,29,9,0,1,1,1,25858.68,0
815490,670,Germany,Male,40,2,164948.98,3,0,0,177028,1
679410,729,France,Female,62,4,140549.4,1,1,0,30990.16,1
756241,767,France,Female,44,2,152509.25,1,1,1,136915.15,0
688409,742,France,Female,28,2,191864.51,1,1,0,108457.99,1
742272,669,France,Female,44,8,96418.09,1,0,0,131609.48,1
717898,542,Spain,Male,32,2,131945.94,1,0,1,159737.56,0
769582,586,France,Male,29,3,0,2,1,1,142238.54,0
635660,612,Germany,Male,30,9,142910.15,1,1,0,105890.55,1
576723,740,France,Female,37,7,0,2,1,1,194270.91,0
591577,584,France,Male,35,3,146311.58,1,1,1,105443.47,0
582325,524,France,Male,52,2,87894.26,1,1,0,173899.42,1
693947,614,France,Female,19,5,97445.49,2,1,0,122823.34,0
760446,598,France,Female,64,9,0,1,0,1,13181.37,1
611105,799,Spain,Male,35,7,0,2,0,1,140780.8,0
630920,724,France,Male,34,2,154485.74,2,0,0,78560.64,0
574910,601,France,Male,50,2,115625.07,1,1,0,185855.21,0
756472,804,France,Male,25,7,108396.67,1,1,0,128276.95,0
682890,745,Germany,Male,38,5,65095.41,2,1,1,140197.42,0
641994,667,Germany,Male,43,1,103018.45,1,1,0,32462.39,1
733297,518,France,Female,38,10,84764.79,1,1,1,162253.9,0
767793,819,France,Female,38,10,0,2,1,0,30498.7,0
725698,520,Spain,Female,35,4,115680.81,1,1,1,90280.7,0
813532,625,France,Female,39,5,0,2,1,0,32615.21,0
576760,673,Germany,Male,36,5,73088.06,2,0,0,196142.26,0
732102,656,Germany,Female,27,3,150905.03,2,1,0,16998.72,0
739046,850,Spain,Female,23,9,143054.85,1,0,1,62980.96,0
631927,574,Spain,Female,28,7,0,2,0,0,185660.3,0
672115,679,France,Male,60,6,0,2,1,1,77331.77,0
618765,530,Germany,Female,42,0,99948.45,1,0,1,97338.62,0
679148,508,France,Male,44,3,115451.05,2,0,0,67234.33,0
728474,558,Germany,Male,32,4,108235.91,1,1,1,143783.28,0
636999,414,France,Male,38,8,0,1,0,1,77661.12,1
754261,648,Spain,Male,42,2,98795.61,2,1,0,89123.99,0
629150,721,France,Female,37,1,0,2,1,0,70810.8,0
736274,751,France,Male,31,8,0,2,0,0,17550.49,0
627697,662,France,Male,34,2,0,2,0,1,21497.27,0
721585,628,Germany,Male,29,3,113146.98,2,0,1,124749.08,0
639946,597,Germany,Female,39,8,162532.14,3,1,0,36051.46,1
792176,698,Spain,Female,40,0,92053.44,1,1,1,143681.83,0
699450,723,France,Male,48,7,0,2,1,1,150694.58,0
729954,586,France,Female,28,5,0,3,1,0,170487.4,1
600103,633,Germany,Female,29,8,104944.1,1,1,1,97684.46,0
786200,564,France,Male,31,4,0,2,1,0,53520.03,0
797010,649,France,Female,31,2,0,2,1,0,15200.61,0
670172,622,France,Female,30,4,107879.04,1,0,1,196894.62,0
627352,459,Germany,Male,46,7,110356.42,1,1,0,4969.13,1
622494,718,France,Male,27,2,0,2,0,0,26229.24,0
585835,655,Spain,Female,34,4,109783.69,2,1,0,134034.32,0
595071,696,France,Male,22,9,149777,1,1,1,198032.93,0
628203,637,France,Female,38,3,104339.56,1,0,0,119882.86,0
667190,630,Spain,Female,21,1,85818.18,1,1,1,133102.3,0
780212,592,France,Male,37,4,212692.97,1,0,0,176395.02,0
766869,634,Germany,Male,37,1,89696.84,2,1,1,193179.88,0
775741,608,France,Female,28,9,0,2,1,1,125062.02,0
628170,565,Germany,Female,32,9,68067.24,1,1,0,143287.58,0
701318,763,Spain,Male,67,9,148564.66,1,0,1,87236.4,0
710928,665,France,Female,55,8,136354.16,1,1,1,93769.89,0
682547,649,France,Male,38,1,122214,1,0,1,88965.46,0
631170,695,France,Male,45,3,0,2,1,1,30793.61,0
648702,775,Germany,Male,70,6,119684.88,2,1,1,74532.02,0
783444,788,France,Female,39,3,135139.33,1,0,1,113086.08,0
809178,569,Germany,Female,42,9,146100.75,1,1,0,32574.01,1
806688,726,Spain,Female,56,8,123110.9,3,0,1,130113.78,1
576824,564,Germany,Female,44,3,111760.4,3,1,1,104722.47,1
675422,544,France,Female,32,9,110728.39,1,1,1,14559.62,0
681550,614,France,Female,41,8,121558.46,1,1,1,598.8,0
812628,453,Germany,Female,38,8,120623.21,1,1,0,129697.99,0
597951,471,France,Female,58,4,114713.57,1,1,1,36315.03,0
807045,829,Germany,Female,37,3,103457.76,1,0,0,1114.12,0
581748,754,Germany,Male,57,2,101134.87,2,1,1,70954.41,0
770420,749,Germany,Male,46,10,78136.36,2,1,1,73470.98,0
608230,667,France,Male,23,1,0,2,1,0,91573.19,0
730339,670,Spain,Male,30,3,133446.34,1,0,0,3154.95,0
712584,670,France,Female,33,7,0,2,1,1,88187.81,0
592816,623,Germany,Female,48,1,108076.33,1,1,0,118855.26,1
641480,571,France,Male,32,5,131354.25,1,1,0,125256.53,0
708505,641,Germany,Female,37,7,62974.64,2,0,1,39016.43,0
791131,551,Germany,Female,30,2,143340.44,1,1,0,145796.49,0
618225,741,Germany,Male,36,8,116993.43,2,1,0,168816.22,0
644724,472,France,Male,31,4,58662.92,2,0,1,73322,0
662098,650,Spain,Male,41,3,128808.65,3,0,0,113677.53,1
723894,625,France,Male,45,7,137555.44,1,0,0,124607.7,0
787699,650,Germany,Male,34,4,142393.11,1,1,1,11276.48,0
687738,535,France,Female,38,8,0,2,1,0,136620.64,0
576126,649,France,Female,41,2,125785.23,1,1,1,70523.92,0
658889,689,France,Male,22,4,136444.25,1,1,0,51980.25,1
667046,694,Spain,Male,38,7,121527.4,1,1,0,113481.02,0
669957,655,Germany,Male,52,9,144696.75,1,1,1,49025.79,0
655794,620,France,Male,36,8,0,2,1,1,145937.99,0
599829,577,France,Female,35,10,0,2,1,1,25161.61,0
753332,401,Germany,Male,48,8,128140.17,1,1,0,175753.55,1
671124,599,France,Male,25,6,120383.41,1,1,1,24903.09,0
767474,481,France,Female,57,9,0,3,1,1,169719.35,1
720671,704,France,Male,42,8,129735.3,2,1,1,179565.57,0
626787,698,Spain,Female,31,8,185078.26,1,0,0,115337.74,1
774491,480,France,Female,28,6,0,2,0,0,48131.92,0
579647,682,France,Male,42,0,0,1,1,1,160828.98,0
625522,700,Spain,Male,31,7,0,2,0,1,145151.96,0
765806,492,France,Male,29,1,144591.96,1,1,1,196293.76,0
566708,444,France,Female,45,4,0,2,1,0,161653.5,1
668347,624,France,Male,36,6,0,2,0,0,84635.64,0
575214,709,France,Male,37,7,0,1,1,0,159486.76,0
591123,557,Germany,Male,68,2,100194.44,1,1,1,38596.34,0
573280,646,Germany,Male,50,6,145295.31,2,1,1,27814.74,0
589018,719,Germany,Male,28,3,106070.29,2,1,1,183893.31,0
654495,706,Germany,Female,47,6,120621.89,1,1,1,140803.7,0
597265,660,France,Male,38,7,0,2,0,1,146585.53,0
733876,667,France,Male,36,9,0,2,1,1,40062.29,0
677217,705,France,Male,30,1,0,1,1,1,181300.32,0
747265,598,Germany,Female,27,10,171283.91,1,1,1,84136.12,0
713379,669,France,Male,26,4,0,2,1,1,197594.34,0
730433,580,Germany,Female,38,1,128218.47,1,1,0,125953.83,1
693347,676,France,Female,32,5,0,2,1,1,75465.41,0
715465,714,Germany,Male,28,7,77776.39,1,1,0,177737.07,0
680736,597,Germany,Female,72,6,124978.19,2,1,1,7144.46,0
610765,559,France,Male,29,1,0,2,0,0,155639.76,0
650034,564,France,Female,28,1,0,1,1,1,162428.05,0
782468,850,Spain,Male,51,3,109799.55,2,1,1,12457.76,1
685109,689,France,Male,39,7,0,2,0,0,14917.09,0
776233,758,Germany,Female,61,8,125397.21,1,1,0,182184.09,1
761141,604,Spain,Female,71,10,0,2,1,1,129984.2,0
781702,733,Germany,Male,38,9,111347.37,2,0,1,194872.97,0
790235,778,Spain,Male,40,8,104291.41,2,1,1,117507.11,0
641416,732,Germany,Female,61,9,94867.18,2,1,1,157527.6,1
775234,646,France,Male,24,8,0,2,0,0,92612.88,0
659475,597,France,Female,33,6,135703.59,2,0,0,74850.84,0
642202,821,Germany,Female,37,5,106453.53,2,0,1,127413,0
771417,640,France,Male,43,7,132412.38,1,0,0,69584.3,1
585100,511,Germany,Female,40,9,124401.6,1,1,0,198814.24,1
700487,805,France,Male,46,6,118022.06,3,1,0,162643.15,1
726589,540,Germany,Male,39,1,82531.11,1,1,0,114092.52,0
747503,705,Spain,Male,44,0,184552.12,1,1,0,68860.3,1
595883,540,Germany,Male,39,4,127278.31,1,1,1,16150.34,0
663826,532,Spain,Female,66,3,0,1,1,1,115227.02,0
742820,535,France,Female,45,2,0,2,0,1,170621.55,0
624793,627,Germany,Male,23,5,184244.86,1,1,0,103099.22,0
597930,646,France,Male,52,8,59669.43,1,0,0,172495.81,1
665110,515,France,Female,25,7,79543.59,1,0,1,38772.82,0
770719,697,France,Female,39,6,151553.19,1,1,1,44946.29,0
731327,652,Germany,Male,27,2,166527.88,2,0,1,146007.7,0
576044,579,Germany,Male,28,6,150329.15,1,1,0,145558.42,0
775662,760,France,Male,43,8,121911.59,1,1,0,193312.33,0
646817,769,France,Male,51,9,156773.78,2,1,0,40257.79,0
596060,498,Spain,Male,29,8,127864.26,1,1,1,46677.9,0
723299,774,France,Male,53,4,113709.28,1,1,1,153887.93,1
636982,705,Germany,Female,43,7,79974.55,1,1,1,103108.33,0
751175,648,France,Female,44,2,0,2,1,1,58652.23,0
618936,688,France,Female,51,5,0,1,1,0,91624.11,1
787529,592,Spain,Male,38,0,0,1,1,0,65986.48,1
780128,705,France,Male,33,3,144427.96,2,1,0,113845.19,0
615991,654,France,Male,42,7,99263.09,1,1,1,67607.9,0
757001,624,France,Female,32,2,79368.87,2,1,1,145471.94,0
595388,594,France,Female,30,10,0,2,1,1,124071.71,0
699550,695,Spain,Female,34,9,0,2,1,1,67502.12,0
581620,597,France,Male,28,2,0,3,1,1,78707.97,0
600934,758,France,Female,52,7,125095.94,1,1,0,171189.83,1
738672,737,Germany,Female,40,2,162485.8,2,1,0,149381.32,0
721307,694,Germany,Male,37,1,95668.82,2,1,0,100335.55,0
619280,683,France,Male,25,4,0,2,1,0,152698.24,0
768244,538,Spain,Female,30,8,0,2,1,1,41192.95,0
806837,669,France,Male,37,4,0,1,1,0,132540.33,0
643496,730,France,Female,34,5,74197.38,2,1,0,96875.52,0
813916,622,France,Female,31,1,89688.94,1,1,1,152305.47,0
626385,714,Spain,Female,33,10,103121.33,2,1,1,49672.01,0
603582,569,Spain,Female,34,3,0,1,1,0,133997.53,0
764351,668,Germany,Female,59,5,120170.07,1,0,1,50454.8,0
667938,628,France,Male,32,9,149136.31,2,1,1,16402.11,0
576360,600,France,Male,40,1,141136.79,1,1,1,67803.83,0
628813,693,France,Female,43,4,152341.55,1,1,0,9241.78,0
584190,704,France,Male,36,7,120026.98,2,0,1,100601.73,0
716449,527,Spain,Male,33,9,132168.28,1,0,0,98734.15,0
759913,553,Germany,Male,43,6,85200.82,2,1,1,160574.09,0
701555,575,Spain,Male,53,1,84903.33,2,0,1,26015.8,0
758482,626,France,Female,32,0,0,2,0,0,187172.54,0
758171,582,France,Male,20,4,0,1,1,1,55763.66,0
680346,683,Spain,Male,40,8,0,1,1,0,75848.22,0
649124,850,France,Male,30,9,121535.18,1,0,0,40313.47,0
812917,653,Spain,Male,35,6,116662.96,2,1,1,23864.21,0
768455,679,France,Male,60,8,0,2,1,1,51380.9,0
703059,549,Germany,Female,49,6,124829.16,1,0,1,93551.36,0
646196,850,Spain,Female,36,2,155180.56,2,0,0,169415.54,0
585451,558,Germany,Female,32,1,108262.87,1,1,1,6935.31,0
714057,528,Spain,Male,40,4,0,2,1,0,25399.7,0
748473,801,France,Male,38,5,0,2,1,0,66256.27,0
785782,513,Spain,Male,48,2,0,1,1,1,114709.13,1
693233,666,Germany,Male,38,6,99812.88,2,1,1,158357.97,0
757521,606,France,Male,35,2,132164.26,1,0,1,164815.59,0
812513,599,Germany,Male,45,10,103583.05,1,1,0,132127.69,1
674950,544,Germany,Male,39,4,142406.43,2,1,0,146637.45,0
678572,529,Spain,Male,38,7,99842.5,2,1,0,90256.06,1
713608,850,France,Female,41,5,0,2,1,1,34827.43,0
579262,497,France,Male,41,9,0,1,0,0,22074.48,0
610426,764,France,Female,39,5,81042.42,1,0,1,109805.17,0
776454,603,France,Female,48,5,0,1,1,0,100478.6,1
771483,609,France,Male,40,6,0,2,1,1,97416.34,0
648489,487,France,Male,53,4,199689.49,1,1,1,24207.86,1
646609,748,France,Male,33,1,142645.43,1,0,0,69132.66,0
693203,710,Spain,Female,75,5,0,2,1,1,9376.89,0
813067,432,Germany,Female,45,3,110219.14,1,1,0,43046.7,1
769829,534,Spain,Male,51,3,0,2,0,1,20856.31,0
662434,607,France,Male,25,3,0,2,0,0,187048.72,0
773503,551,Spain,Male,32,4,0,2,1,0,53420.53,0
705890,674,France,Male,45,7,142072.02,1,1,0,37013.29,0
711398,525,France,Female,25,6,0,2,1,0,89566.64,0
752375,645,Germany,Male,33,8,149564.61,1,0,0,149913.84,0
659175,755,France,Female,43,9,0,2,1,0,18066.69,0
597033,708,Germany,Male,37,8,153366.13,1,1,1,26912.34,0
590228,715,France,Male,21,6,76467.16,1,1,1,173511.72,0
631848,727,France,Female,26,9,121508.28,1,1,1,146785.44,0
654211,559,Spain,Female,27,1,0,1,0,1,1050.33,0
707968,545,Spain,Male,36,8,73211.12,2,1,0,89587.34,1
594084,524,France,Male,22,9,0,2,1,0,74405.34,0
651093,707,France,Female,55,1,0,2,0,1,54409.48,0
798824,671,Spain,Male,38,0,92674.94,2,1,0,3647.57,0
671591,439,Spain,Male,52,3,96196.24,4,1,0,198874.52,1
707189,667,Germany,Female,36,1,114391.62,1,1,1,53412.54,0
733581,831,Germany,Male,32,9,80262.66,1,1,0,194867.78,0
641640,545,Spain,Female,33,7,173331.52,1,1,0,150452.88,0
585284,604,Spain,Female,35,7,147285.52,1,1,1,57807.05,0
617866,657,Spain,Male,67,5,119785.47,2,1,1,107534.32,0
667751,487,Spain,Female,36,1,140137.15,1,1,0,194073.33,0
669411,750,Germany,Female,52,6,107467.56,1,1,0,126233.18,1
789425,694,Germany,Female,37,8,98218.04,2,1,0,182354.46,1
570943,711,Germany,Female,35,2,133607.75,1,1,1,120586.32,0
685829,551,France,Male,37,3,0,2,1,1,50578.4,0
721917,559,France,Female,38,8,95139.41,1,1,1,86575.46,0
776047,620,France,Female,29,3,0,2,0,1,153392.28,0
716024,660,Spain,Male,42,5,0,2,1,0,115509.59,0
675328,449,France,Female,37,6,0,2,1,0,82176.48,0
604314,703,Germany,Female,26,1,97331.19,1,1,0,63717.49,0
658339,795,Germany,Male,37,2,139265.63,2,1,1,198745.94,0
630402,594,France,Female,31,9,0,1,0,1,5719.11,0
689616,586,Spain,Male,34,5,168094.01,1,0,0,20058.61,0
774224,613,Germany,Female,30,5,131563.88,2,1,0,170638.98,0
701291,601,France,Male,44,3,0,2,1,0,30607.11,0
719606,657,France,Male,50,9,0,2,0,0,37171.46,0
644119,531,France,Male,31,3,0,1,1,1,42589.33,0
646859,621,Germany,Male,47,7,107363.29,1,1,1,66799.28,0
606836,782,France,Female,33,2,94493.03,1,0,1,101866.39,0
664150,528,Germany,Female,29,9,170214.23,2,1,0,49284,0
624510,696,France,Male,52,6,139781.06,1,1,0,27445.4,1
810944,586,France,Female,35,7,0,2,1,0,70760.69,0
668575,626,Spain,Female,26,8,148610.41,3,0,1,104502.02,1
603246,498,France,Male,73,2,170241.7,2,1,1,165407.96,0
804002,691,France,Female,33,1,128306.83,1,1,1,113580.79,0
728773,568,France,Female,47,7,0,2,1,1,45978.39,0
598044,715,France,Female,35,3,0,1,1,1,152012.36,0
694829,680,Germany,Male,32,7,175454,1,0,1,77349.92,0
600575,802,Spain,Male,41,6,0,2,1,0,47322.05,0
727311,539,France,Female,22,0,100885.93,2,1,1,38772.65,0
570769,494,France,Male,69,9,93320.8,1,1,1,24489.44,0
606274,594,Germany,Male,38,6,63176.44,2,1,1,14466.08,0
746139,596,France,Male,33,2,139451.67,1,0,0,63142.12,0
704987,649,France,Female,52,8,49113.75,1,1,0,41858.43,0
628972,699,Germany,Male,32,1,123906.22,3,1,1,127443.82,1
697686,787,France,Female,40,6,0,2,1,1,84151.98,0
733883,604,France,Male,28,7,0,2,0,0,58595.64,0
617482,489,Germany,Female,52,1,131441.51,1,1,0,37240.11,1
704583,651,France,Male,56,2,0,1,1,0,114522.68,1
621083,698,France,Male,57,6,136325.48,2,1,1,72549.27,1
649487,578,Germany,Female,38,4,113150.44,2,1,0,176712.59,1
736760,538,Spain,Female,42,9,0,1,0,0,152855.96,0
714658,696,France,Female,33,4,0,2,1,1,73371.65,0
599081,507,Germany,Female,46,8,102785.16,1,1,1,70323.68,0
705113,685,Spain,Male,34,6,83264.28,1,0,0,9663.28,0
631159,705,Germany,Male,41,4,72252.64,2,1,1,142514.66,0
792818,499,Germany,Female,29,6,148051.52,1,1,0,118623.94,0
633531,717,France,Female,76,9,138489.66,1,1,1,68400.14,0
744529,510,France,Male,63,8,0,2,1,1,115291.86,0
669656,632,France,Male,32,6,111589.33,1,1,1,170382.99,0
581198,668,Germany,Female,39,0,122104.79,1,1,0,112946.67,1
729054,744,Germany,Male,32,4,96106.83,1,1,1,79812.77,0
573452,663,Germany,Male,42,7,115930.87,1,1,0,19862.78,0
776733,638,Germany,Female,37,7,124513.66,2,1,0,158610.89,0
724858,688,France,Female,54,9,0,1,1,0,191212.63,1
713144,588,Spain,Male,46,8,0,1,1,0,61931.21,0
690188,631,France,Male,33,7,0,1,1,1,58043.02,1
689425,687,Spain,Male,35,8,100988.39,2,1,0,22247.27,0
671766,599,France,Male,44,10,118577.24,1,1,1,31448.52,0
782806,718,Spain,Male,28,6,0,2,1,0,146875.86,0
764419,730,France,Male,27,5,0,2,1,1,116081.93,0
591915,533,France,Female,39,2,0,1,0,1,73669.94,1
772798,711,Spain,Female,28,5,0,2,1,1,93959.96,0
792008,555,Spain,Female,26,9,0,2,0,1,158918.03,0
715541,850,France,Female,42,9,113311.11,1,1,1,198193.75,0
639277,678,France,Female,41,9,0,1,0,0,13160.03,0
798850,576,France,Male,32,7,0,2,1,0,4660.91,0
776348,835,Germany,Male,20,4,124365.42,1,0,0,180197.74,1
727696,592,France,Male,42,1,147249.29,2,1,1,63023.02,0
793813,774,France,Male,36,7,103688.19,1,0,1,118971.74,0
694395,620,France,Female,29,1,138740.24,2,0,0,154700.61,0
764195,519,Spain,Male,39,4,111900.14,1,1,1,97577.17,0
744919,734,Spain,Female,37,0,152760.24,1,1,1,48990.5,0
671655,763,Germany,Male,31,7,143966.3,2,1,1,140262.96,1
654901,733,France,Male,51,10,141556.96,1,1,0,130189.53,0
649136,650,France,Female,43,6,0,2,1,1,16301.91,0
775562,538,France,Female,33,5,0,2,1,0,126962.41,0
807481,577,France,Female,46,1,0,1,1,1,158750.53,0
642885,792,France,Male,30,8,0,2,1,0,199644.2,0
789109,686,France,Female,41,10,0,1,1,1,144272.71,1
814004,589,France,Male,29,2,0,2,0,1,98320.27,0
673619,530,France,Male,25,9,162560.32,1,1,0,64129.03,0
595135,778,Germany,Female,29,7,123229.46,1,1,0,181221.09,0
583681,616,Spain,Male,31,7,76665.71,2,1,1,163809.08,0
605000,550,France,Male,38,9,140278.99,3,1,1,171457.06,1
718071,655,France,Female,51,3,0,2,0,1,15801.02,0
679760,721,France,Male,46,1,115764.32,2,0,0,102950.79,0
